,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures,geometry,ID,level_0,Unnamed: 0_y,index,pop_sample,pop_est,pop_diff
1093,Hanson2016_1094,Scallabis,Santarem,Lusitania,Portugal,2,26 B2,-49,,Brunt 1971; Carreras Monfort 1995-1996; Cornell and Mathews 1982; MacMullen 2000; Salmon 1969.,30.0,Walls,"['Colonia', 'Conventus capital', 'Rights and privileges']",,0,POINT (-8.687059 39.23617700000001),1094,,,,,3937.0,
1094,Hanson2016_1095,Unknown (4),Tróia,Lusitania,Portugal,4 or 5,26 B3,-50,,Carreras Monfort 1995-1996.,2.0,Walls,,"['Baths', 'Forum', 'Urban grid']",3,POINT (-8.903604 38.488819),1095,,,,,106.0,
1095,Hanson2016_1096,Adada,Karabaulo,Lycia et Pamphylia,Turkey,3,65 E2,-323,,DGRG; Jones 1937; PECS.,,,['Rights and privileges'],"['Acropolis', 'Agora', 'Temple of Emperors and Zeus Sarapis', 'Temple of the Emperors and Aphrodite']",4,POINT (30.986348 37.581776),1096,,,,,1000.0,
1096,Hanson2016_1097,Antiphellus,Ka?,Lycia et Pamphylia,Turkey,4 or 5,65 C5,-323,,BNP; DGRG; Jones 1937; PECS; Sear 2006.,6.0,Walls,,"['Acropolis', 'Agora', 'Baths', 'Baths', 'Bouleuterion', 'Harbour', 'Temple', 'Theatre', 'Walls']",9,POINT (29.634935 36.199973),1097,104.0,104.0,104.0,458.0,458.0,1.0
1097,Hanson2016_1098,Apollonia (Lycia et Pamphylia) (1),Olou Borlon,Lycia et Pamphylia,Turkey,3,65 D1,-600,,Cohen 1995; DGRG; Jones 1937; PECS; Sear 2006.,,,,['Theatre'],1,POINT (30.456957 38.078272),1098,,,,,1000.0,
1098,Hanson2016_1099,Apollonia (Lycia et Pamphylia) (2),Kilinçli,Lycia et Pamphylia,Turkey,4 or 5,65 C5,-323,,Cohen 1995; PECS; Sear 2006.,,,,"['Acropolis', 'Baths', 'Theatre', 'Walls']",4,POINT (29.763668 36.186655),1099,,,,,1000.0,
1099,Hanson2016_1100,Ariassus,Üçkap?,Lycia et Pamphylia,Turkey,3,65 D3,-323,,DGRG; Hanson 2011; Jones 1937; PECS; Sear 2006.,11.0,Walls,,"['Arch', 'Baths', 'Bouleuterion', 'Fountain', 'Fountain', 'Gymnasium', 'Nymphaeum', 'Stoa', 'Temple', 'Temple', 'Temple', 'Temple', 'Theatre', 'Walls']",14,POINT (30.470806 37.179694),1100,,,,,1030.0,
1100,Hanson2016_1101,Arycanda,Aykiriçay,Lycia et Pamphylia,Turkey,3,65 D4,-323,,BNP; DGRG; Hanson 2011; Jones 1937; PECS; Sear 2006.,7.0,Inhabited area,,"['Agora (Lower)', 'Agora (Upper)', 'Amphitheatre', 'Arch', 'Baths', 'Baths', 'Baths', 'Baths', 'Baths', 'Baths', 'Baths of Antoninus Pius', 'Gymnasium', 'Market', 'Odeum', 'Odeum', 'Prytaneum', 'Stadium', 'Temple of Helios', 'Temple of Tyche', 'Theatre', 'Walls']",21,POINT (30.048508 36.513408),1101,,,,,563.0,
1101,Hanson2016_1102,Aspendus,Belkis,Lycia et Pamphylia,Turkey,3,65 F4,-700,,BNP; DGRG; Hansen and Nielsen 2004; Hanson 2011; Jones 1937; PECS; Sear 2006.,24.0,Walls and topography,,"['Acropolis', 'Agora', 'Aqueduct', 'Arch', 'Basilica', 'Baths', 'Baths', 'Gymnasium', 'Market', 'Nymphaeum', 'Odeum', 'Stadium', 'Stoa', 'Theatre', 'Unidentified public building', 'Unidentified public building', 'Walls']",17,POINT (31.169115 36.939472),1102,,,,,2922.0,
1102,Hanson2016_1103,Attalea,Antalya,Lycia et Pamphylia,Turkey,3,65 E4,-150,,BNP; Cohen 1995; DGRG; Jones 1937; PECS; Salmon 1969; Sear 2006.,,,"['Colonia', 'Provincial capital']","['Forum', 'Harbour', 'Theatre', 'Urban grid', 'Walls']",5,POINT (30.705521 36.884284),1103,,,,,1000.0,
1103,Hanson2016_1104,Attalea,Adala,Lycia et Pamphylia,Turkey,3,56 F3,-262,,BNP; Cohen 1995; DGRG.,,,,['Bouleuterion?'],1,POINT (30.699969 36.89031),1104,,,,,1000.0,
1104,Hanson2016_1105,Balbura,Çölkayi?i,Lycia et Pamphylia,Turkey,3,65 C4,-323,,DGRG; Jones 1937; PECS; Sear 2006.,,,,"['Acropolis', 'Agora', 'Aqueduct', 'Arch of Septimius Severus and Geta', 'Temple of Nemesis', 'Theatre', 'Theatre', 'Walls']",8,POINT (29.602567 36.967055),1105,,,,,1000.0,
1105,Hanson2016_1106,Bubon,Ibecik,Lycia et Pamphylia,Turkey,3,65 B4,-323,,BNP; DGRG; Jones 1937; PECS; Sear 2006.,,,,"['Theatre', 'Walls']",2,POINT (29.415217 36.974003),1106,,,,,1000.0,
1106,Hanson2016_1107,Cadyanda,Üzümlü,Lycia et Pamphylia,Turkey,4 or 5,65 B4,-323,,BNP; DGRG; PECS; Sear 2006.,13.0,Walls,,"['Acropolis', 'Agora', 'Baths of Vespasian', 'Gymnasium?', 'Stadium', 'Stoa', 'Temple', 'Theatre', 'Walls']",9,POINT (29.242155 36.725913),1107,,,,,1288.0,
1107,Hanson2016_1108,Candyba,Gendevar,Lycia et Pamphylia,Turkey,4 or 5,65 C5,-323,,BNP; DGRG; Jones 1937; PECS; Sear 2006.,2.0,Acropolis,,"['Acropolis', 'Bouleuterion', 'Walls']",3,POINT (29.666491 36.308363),1108,,,,,106.0,
1108,Hanson2016_1109,Cibyra,Gölhisar,Lycia et Pamphylia,Turkey,3,65 B3,-323,,BNP; DGRG; Jones 1937; PECS; Sear 2006.,,,"['Conventus capital', 'Metropolis capital']","['Agora', 'Aqueduct', 'Arch', 'Odeum', 'Stadium', 'Temple', 'Theatre', 'Walls']",8,POINT (29.489819 37.16000800000001),1109,,,,,1000.0,
1109,Hanson2016_1110,Comama,Serefönü,Lycia et Pamphylia,Turkey,3,65 D3,-323,,Brunt 1971; Jones 1937; Salmon 1969.,,,"['Colonia', 'Rights and privileges']",,0,POINT (30.3371 37.3213),1110,,,,,1000.0,
1110,Hanson2016_1111,Corycus,Kizkalesi,Lycia et Pamphylia,Turkey,3,65 D5,-323,,BNP; DGRG; Hansen and Nielsen 2004; PECS.,,,['Rights and privileges'],"['Agora', 'Colonnaded streets', 'Harbour', 'Market?', 'Stoa', 'Temple?', 'Temple?', 'Walls']",8,POINT (30.470547 36.436081),1111,,,,,1000.0,
1111,Hanson2016_1112,Corydalla,Haciveliler,Lycia et Pamphylia,Turkey,4 or 5,65 D5,-323,,DGRG; Jones 1937; PECS; Sear 2006.,,,,"['Aqueduct', 'Theatre', 'Walls']",3,POINT (30.273841 36.371287),1112,,,,,1000.0,
1112,Hanson2016_1113,Cremna,Amlik,Lycia et Pamphylia,Turkey,3,65 E2,-323,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Hanson 2011; Jones 1937; MacMullen 2000; PECS; Salmon 1969; Sear 2006.,38.0,Walls,"['Colonia', 'Rights and privileges']","['Agora', 'Basilica', 'Baths', 'Colonnaded streets', 'Forum', 'Gymnasium', 'Macellum', 'Propylon', 'Stoa', 'Temple', 'Temple', 'Temple', 'Temple', 'Theatre', 'Theatre', 'Urban grid', 'Walls']",17,POINT (30.6911 37.500139),1113,105.0,105.0,105.0,5399.0,5399.0,1.0
1113,Hanson2016_1114,Cyaneae,Yavu,Lycia et Pamphylia,Turkey,3,65 C5,-323,,BNP; DGRG; Jones 1937; PECS; Sear 2006.,5.0,Walls,,"['Acropolis', 'Agora', 'Agora', 'Arch', 'Baths', 'Bouleuterion', 'Market (Stheneleion)', 'Theatre', 'Walls']",9,POINT (29.822492 36.244673),1114,,,,,359.0,
1114,Hanson2016_1115,Gagae,Akta?,Lycia et Pamphylia,Turkey,3,65 D5,-323,,DGRG; Jones 1937; PECS; Sear 2006.,,,,"['Acropolis', 'Theatre', 'Walls']",3,POINT (30.350017 36.288646),1115,,,,,1000.0,
1115,Hanson2016_1116,Idebessus,Koza?ac?,Lycia et Pamphylia,Turkey,4 or 5,65 D4,-323,,Jones 1937; PECS; Sear 2006.,,,,"['Aqueduct', 'Baths', 'Theatre', 'Walls']",4,POINT (30.202995 36.554976),1116,,,,,1000.0,
1116,Hanson2016_1117,Limyra,Finike,Lycia et Pamphylia,Turkey,3,65 D5,-323,,BNP; DGRG; Jones 1937; PECS; Sear 2006.,12.0,Acropolis and lower town,,"['Acropolis', 'Bridge', 'Temple of Ptolemy II', 'Theatre', 'Walls']",5,POINT (30.173168 36.344057),1117,,,,,1157.0,
1117,Hanson2016_1118,Lydai,Kapi Da?i,Lycia et Pamphylia,Turkey,4 or 5,65 A4,-323,,BNP; PECS.,,,,"['Acropolis', 'Agora', 'Theatre']",3,POINT (28.860181 36.614948),1118,,,,,1000.0,
1118,Hanson2016_1119,Milyas,Melli,Lycia et Pamphylia,Turkey,4 or 5,65 C4,-323,,BNP; DGRG; Jones 1937; PECS.,5.0,Walls,,"['Acropolis', 'Agora', 'Bouleuterion', 'Theatre', 'Walls']",5,POINT (29.75 36.750001),1119,,,,,359.0,
1119,Hanson2016_1120,Myra,Demre,Lycia et Pamphylia,Turkey,3,65 C5,-500,,Jones 1937; McEvedy 2011; PECS; Sear 2006.,101.0,Urban grid,['Metropolis capital'],"['Acropolis', 'Aqueduct', 'Baths', 'Temple of Artemis Eleutheria', 'Temple of Athena', 'Temple of Tyche', 'Temple of Zeus', 'Theatre', 'Urban grid', 'Walls']",10,POINT (30.014409 36.246429),1120,,,,,19930.0,
1120,Hanson2016_1121,Nisa,Sütl?en,Lycia et Pamphylia,Turkey,4 or 5,65 C5,-323,,BNP; Jones 1937; PECS; Sear 2006.,,,,"['Agora', 'Stadium', 'Stoa', 'Theatre', 'Walls']",5,POINT (29.633049 36.439231),1121,,,,,1000.0,
1121,Hanson2016_1122,Oenoanda,Incealiler,Lycia et Pamphylia,Turkey,3,65 C4,-200,,BNP; DGRG; Hanson 2011; Jones 1937; PECS; Sear 2006.,17.0,Walls,,"['Acropolis', 'Agora', 'Aqueduct', 'Bouleuterion?', 'Bridge', 'Stoa', 'Temple', 'Theatre', 'Walls (Hellenistic)', 'Walls (Late Roman)']",10,POINT (29.54967700000001 36.809338),1122,,,,,1843.0,
1122,Hanson2016_1123,Olbasa,Belenli,Lycia et Pamphylia,Turkey,3,65 C3,-323,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Jones 1937; MacMullen 2000; PECS; Quinn and Wilson 2013; Salmon 1969.,,,"['Colonia', 'Rights and privileges']","[""Temple ('capitolium')"", 'Temple of Zeus', 'Walls']",3,POINT (30.005519 37.303875),1123,,,,,1000.0,
1123,Hanson2016_1124,Olympus,Delikta?,Lycia et Pamphylia,Turkey,3,65 D5,-323,,BNP; Jones 1937; PECS; Sear 2006.,,,,"['Acropolis', 'Agora?', 'Aqueduct', 'Baths', 'Bridge', 'Bridge', 'Temple', 'Temple', 'Temple of Hephaestus', 'Theatre']",10,POINT (30.471532 36.387902),1124,,,,,1000.0,
1124,Hanson2016_1125,Parlais,Unknown,Lycia et Pamphylia,Turkey,3,65 E1,-27,,Brunt 1971; Cornell and Mathews 1982; Jones 1937; MacMullen 2000; Salmon 1969.,,,"['Colonia', 'Rights and privileges']",,0,POINT (30.792102 38.01481500000001),1125,,,,,1000.0,
1125,Hanson2016_1126,Patara,Kelemi,Lycia et Pamphylia,Turkey,3,65 B5,-500,,Cohen 1995; Jones 1937; McEvedy 2011; PECS; Sear 2006.,,,"['Metropolis capital', 'Provincial capital']","['Agora', 'Aqueduct', 'Aqueduct', 'Arch of Modestus', 'Baths (Central)', 'Baths (Harbour)', 'Baths of Vespasian', 'Bouleuterion', 'Harbour', 'Lighthouse (Pharos)', 'Odeum', 'Temple', 'Temple of Apollo', 'Temple of Apollo', 'Theatre']",15,POINT (29.319372 36.260957),1126,,,,,1000.0,
1126,Hanson2016_1127,Pednelissus,Near Kozan,Lycia et Pamphylia,Turkey,3,65 E3,-323,,BNP; DGRG; Jones 1937; PECS; Sear 2006.,23.0,Walls,,"['Acropolis', 'Agora', 'Baths', 'Temple', 'Theatre', 'Unidentified public building', 'Urban grid?', 'Walls']",8,POINT (30.934141 37.214237),1127,,,,,2760.0,
1127,Hanson2016_1128,Perge,Aksu,Lycia et Pamphylia,Turkey,2,65 E4,-700,,Hansen and Nielsen 2004; Hanson 2011; McEvedy 2011; PECS; Russell 1958; Sear 2006.,63.0,Acropolis and urban grid,"['Metropolis capital', 'Provincial capital', 'Rights and privileges']","['Acropolis', 'Agora (Hellenistic)', 'Agora (Roman)', 'Arch of Open Court', 'Baths (South)', 'Baths (West)', 'Colonnaded streets', 'Nymphaeum', 'Nymphaeum', 'Open Court', 'Palaestra', 'Propylon', 'Stadium', 'Stoa of Open Court', 'Stoa of Open Court', 'Temple', 'Temple of Artemis Pergaea', 'Theatre', 'Tripylon', 'Unidentified public building (Round Building)', 'Urban grid', 'Urban grid', 'Walls (Hellenistic)', 'Walls (Roman)']",24,POINT (30.854072 36.960317),1128,106.0,106.0,106.0,10608.0,10608.0,1.0
1128,Hanson2016_1129,Phaselis,Tekirova,Lycia et Pamphylia,Turkey,3,65 E4,-690,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006.,40.0,Walls and topography,,"['Acropolis', 'Agora', 'Agora', 'Aqueduct', 'Arch', 'Baths (Large)', 'Baths (Small)', 'Harbour', 'Temple', 'Temple of Athena', 'Theatre', 'Unidentified public building', 'Walls']",13,POINT (30.548712 36.52178),1129,,,,,5782.0,
1129,Hanson2016_1130,Phellus,Felendai,Lycia et Pamphylia,Turkey,4 or 5,65 C5,-323,,BNP; DGRG; Jones 1937; PECS.,8.0,Inhabited area,,"['Acropolis', 'Agora', 'Walls']",3,POINT (29.666308 36.24085),1130,,,,,673.0,
1130,Hanson2016_1131,Pinara,Minare Köyü,Lycia et Pamphylia,Turkey,3,65 B5,-600,,BNP; DGRG; Hanson 2011; Jones 1937; PECS; Sear 2006.,22.0,Inhabited area,,"['Acropolis', 'Agora', 'Baths', 'Odeum', 'Temple', 'Theatre', 'Unidentified public building', 'Walls']",8,POINT (29.240952 36.497572),1131,,,,,2601.0,
1131,Hanson2016_1132,Rhodiapolis,Kumluca,Lycia et Pamphylia,Turkey,4 or 5,65 D5,-700,,BNP; Jones 1937; PECS; Sear 2006.,,,,"['Agora', 'Aqueduct', 'Baths', 'Sebasteion', 'Stoa', 'Stoa', 'Temple of Asclepius and Hygeia', 'Theatre']",8,POINT (30.267204 36.385704),1132,,,,,1000.0,
1132,Hanson2016_1133,Sagalassus,Aglasun,Lycia et Pamphylia,Turkey,2,65 E2,-323,,BNP; DGRG; Hanson 2011; Jones 1937; PECS; Sear 2006.,20.0,Inhabited area,['Rights and privileges'],"['Acropolis', 'Agora', 'Agora', 'Baths', 'Bouleuterion', 'Colonnaded streets', 'Gymnasium', 'Macellum', 'Nymphaeum', 'Nymphaeum', 'Nymphaeum', 'Odeum', 'Palaestra', 'Temple of Apollo Klarios', 'Temple of Hadrian and Antoninus Pius', 'Theatre', 'Urban grid', 'Walls']",18,POINT (30.519188 37.67674),1133,107.0,107.0,107.0,2601.0,2290.0,1.1358078602620088
1133,Hanson2016_1134,Seleucia (Lycia et Pamphylia),Selef,Lycia et Pamphylia,Turkey,3,65 E2,-323,,BNP; Cohen 1995; Jones 1937; PECS.,,,,"['Agora', 'Baths', 'Bouleuterion', 'Temple', 'Theatre', 'Unidentified public buidling', 'Walls']",7,POINT (30.632381 37.897296),1134,,,,,1000.0,
1134,Hanson2016_1135,Selge,Selge,Lycia et Pamphylia,Turkey,3,65 F3,-700,,BNP; Cohen 1995; DGRG; Hanson 2011; Jones 1937; PECS; Sear 2006.,59.0,Inhabited area,,"['Acropolis', 'Agora', 'Agora', 'Aqueduct', 'Basilica', 'Bouleuterion', 'Gymnasium', 'Stadium', 'Stoa', 'Temple of Artemis', 'Temple of Zeus', 'Theatre', 'Walls']",13,POINT (31.127958 37.22815900000001),1135,,,,,9718.0,
1135,Hanson2016_1136,Side,Selimiye,Lycia et Pamphylia,Turkey,2,65 F4,-700,,Hansen and Nielsen 2004; Hanson 2011; Jones 1937; McEvedy 2011; PECS; Sear 2006.,38.0,Walls (Hellenistic),['Metropolis capital'],"['Agora (Hellenistic)', 'Agora (Roman)', 'Aqueduct', 'Arch', 'Baths', 'Baths', 'Colonnaded streets', 'Fountain', 'Gymnasium?', 'Harbour', 'Library?', 'Nymphaeum', 'Stoa', 'Temple of Apollo?', 'Temple of Athena?', 'Temple of Dionysus', 'Temple of Men', 'Temple of Tyche and Fortuna?', 'Theatre', 'Walls', 'Walls']",21,POINT (31.388793 36.766346),1136,108.0,108.0,108.0,5399.0,5399.0,1.0
1136,Hanson2016_1137,Sidyma,Dudurga Asari,Lycia et Pamphylia,Turkey,3,65 B5,-323,,BNP; DGRG; Jones 1937; PECS; Sear 2006.,,,,"['Agora', 'Baths', 'Gymnasium', 'Stoa', 'Temple of Augustus?', 'Theatre', 'Walls']",7,POINT (29.197819 36.409728),1137,,,,,1000.0,
1137,Hanson2016_1138,Sillyum,Asar Köyü,Lycia et Pamphylia,Turkey,3,65 E4,-700,,BNP; DGRG; Hanson 2011; Jones 1937; PECS; Sear 2006.,13.0,Walls,,"['Acropolis', 'Aqueduct', 'Baths', 'Gymnasium', 'Nymphaeum', 'Odeum', 'Stadium', 'Temple', 'Temple', 'Theatre', 'Unidentified public building', 'Unidentified public building', 'Unidentified public building', 'Walls']",14,POINT (30.98638 36.990721),1138,,,,,1288.0,
1138,Hanson2016_1139,Simena,Kaleköy,Lycia et Pamphylia,Turkey,4 or 5,65 C5,-700,,BNP; PECS; Sear 2006.,4.0,"Urban grid, walls, and topography",,"['Acropolis', 'Agora', 'Baths', 'Harbour', 'Stoa', 'Theatre', 'Urban grid', 'Walls']",8,POINT (29.86135 36.190221),1139,,,,,267.0,
1139,Hanson2016_1140,Telmessus,Fethiye,Lycia et Pamphylia,Turkey,3,65 B4,-323,,BNP; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,61.0,Inhabited area,['Metropolis capital'],"['Temple of Apollo', 'Theatre', 'Theatre']",3,POINT (29.116464 36.621188),1140,,,,,10160.0,
1140,Hanson2016_1141,Tenedos,Bozcaada,Lycia et Pamphylia,Turkey,4 or 5,65 E4,-700,,BNP; DGRG; Hansen and Nielsen 2004.,,,,"['Agora?', 'Harbour', 'Harbour', 'Prytaneum', 'Temple of Apollo', 'Theatre', 'Urban grid']",7,POINT (30.647928 36.885834),1141,,,,,1000.0,
1141,Hanson2016_1142,Termessus,Güllük Da?,Lycia et Pamphylia,Turkey,3,65 D4,-323,,BNP; DGRG; Hanson 2011; Jones 1937; PECS; Russell 1958; Sear 2006.,30.0,Walls,['Rights and privileges'],"['Agora', 'Arch of Hadrian', 'Bouleuterion', 'Colonnaded streets', 'Gymnasium', 'Gymnasium', 'Heroon', 'Market', 'Odeum', 'Stoa', 'Stoa of Attalos II', 'Stoa of Osbaras', 'Temple', 'Temple', 'Temple', 'Temple of Artemis', 'Temple of Artemis', 'Temple of Zeus Solymeus', 'Theatre', 'Walls']",20,POINT (30.464722 36.9825),1142,,,,,3937.0,
1142,Hanson2016_1143,Tlos,Dilver,Lycia et Pamphylia,Turkey,3,65 B4,-323,,BNP; DGRG; Hanson 2011; Jones 1937; PECS; Sear 2006.,16.0,Inhabited area,,"['Acropolis', 'Agora', 'Baths', 'Baths', 'Gymnasium?', 'Harbour', 'Market?', 'Palaestra?', 'Stadium', 'Temple', 'Theatre', 'Walls']",12,POINT (29.42078900000001 36.553889),1143,,,,,1700.0,
1143,Hanson2016_1144,Trebenna,Ça?larca,Lycia et Pamphylia,Turkey,3,65 D4,-323,,BNP; PECS; Salmon 1969.,,,['Colonia'],"['Baths', 'Ekklesiasterion', 'Stoa', 'Walls']",4,POINT (30.461845 36.876066),1144,,,,,1000.0,
1144,Hanson2016_1145,Xanthus,Kinik,Lycia et Pamphylia,Turkey,3,65 B5,-600,,Hansen and Nielsen 2004; Hanson 2011; Jones 1937; McEvedy 2011; PECS; Sear 2006.,25.0,Walls,,"['Acropolis', 'Agora (Greek)', 'Agora (Roman)', 'Arch of Vespasian', 'Basilica', 'Temple of Artemis', 'Theatre (Hellenistic)', 'Theatre (Roman)', 'Walls']",9,POINT (29.319885 36.356552),1145,109.0,109.0,109.0,3085.0,3086.0,0.9996759559300065
1145,Hanson2016_1146,Amantia,Klos,Macedonia,Albania,4 or 5,49 B3,-600,,DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS.,20.0,Walls,['Rights and privileges'],"['Stadium', 'Temple', 'Temple of Aphrodite', 'Theatre?', 'Walls']",5,POINT (19.61777 40.467945),1146,,,,,2290.0,
1146,Hanson2016_1147,Amphipolis,Amfipoli,Macedonia,Greece,2,51 B3,-437,,BNP; Cohen 2006; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS; Sear 2006; Wilkes 2003b.,246.0,Walls (Classical),['Rights and privileges'],"['Acropolis', 'Agora', 'Bridge', 'Gymnasium', 'Temple', 'Temple of Artemis Tauropolos or Brauronia', 'Theatre', 'Walls', 'Walls']",9,POINT (23.84013 40.821057),1147,,,,,65470.0,
1147,Hanson2016_1148,Apollonia (Macedonia),Pojani,Macedonia,Albania,2,49 B3,-588,,BNP; Cohen 1995; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,,,['Rights and privileges'],"['Acropolis', 'Agora', 'Arch', 'Baths', 'Bouleuterion', 'Gymnasium', 'Nymphaeum', 'Odeum', 'Stoa', 'Stoa', 'Temple', 'Temple', 'Temple of Apollo', 'Theatre', 'Urban grid', 'Walls']",16,POINT (19.474947 40.741347),1148,,,,,1000.0,
1148,Hanson2016_1149,Beroea (Macedonia),Veria,Macedonia,Greece,3,50 B3,-400,,BNP; Cohen 2006; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006; Wilson 2011.,78.0,Walls,['Metropolis capital'],"['Acropolis', 'Agora', 'Gymnasium', 'Stoa', 'Temple', 'Temple', 'Theatre', 'Urban grid', 'Walls']",9,POINT (22.201493 40.52212700000001),1149,,,,,14111.0,
1149,Hanson2016_1150,Byllis,Gradisht,Macedonia,Albania,3,49 B3,-400,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Hansen 2006; Hansen and Nielsen 2004; MacMullen 2000; PECS; Salmon 1969; Sear 2006.,28.0,Walls,"['Colonia', 'Colonia', 'Rights and privileges', 'Rights and privileges']","['Acropolis', 'Agora', 'Gymnasium', 'Theatre (North-West)', 'Theatre (South-West)', 'Walls']",6,POINT (19.739266 40.538262),1150,,,,,3590.0,
1150,Hanson2016_1151,Cassandrea,Cassandrea,Macedonia,Greece,4 or 5,50 D4,-600,,BNP; Brunt 1971; Cohen 1995; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Salmon 1969.,,,"['Colonia', 'Colonia', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']",['Walls'],1,POINT (23.412031 40.047726),1151,,,,,1000.0,
1151,Hanson2016_1152,Dium,Dion,Macedonia,Greece,3,50 B4,-400,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Hansen 2006; Hansen and Nielsen 2004; Jones 1937; MacMullen 2000; PECS; Salmon 1969; Sear 2006.,35.0,Walls,"['Colonia', 'Colonia', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']","['Agora', 'Baths', 'Bouleuterion', 'Nymphaeum', 'Sanctuary of Demeter', 'Sanctuary of Isis', 'Sanctuary of Zeus Olympius', 'Stadium', 'Theatre', 'Theatre (Roman)', 'Urban grid', 'Walls', 'Walls']",13,POINT (22.48613 40.172852),1152,,,,,4837.0,
1152,Hanson2016_1153,Dyrrachium,Durrës,Macedonia,Albania,2,49 B2,-627,,BNP; Boatwright 2000; Brunt 1971; Cornell and Mathews 1982; DGRG; Hansen and Nielsen 2004; MacMullen 2000; PECS; Russell 1958; Salmon 1969.,95.0,Unspecified,"['Colonia', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Library', ""Temple ('capitolium')"", 'Temple of Diana', 'Temple of Minerva', 'Walls']",7,POINT (19.456811 41.327377),1153,,,,,18364.0,
1153,Hanson2016_1154,Edessa,Edessa,Macedonia,Greece,3,50 B3,-600,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS.,162.0,Walls,,"['Acropolis', 'Agora', 'Temple', 'Theatre', 'Urban grid', 'Walls']",6,POINT (22.050693 40.802398),1154,,,,,37467.0,
1154,Hanson2016_1155,Heraclea (Macedonia),Bitola,Macedonia,Macedonia,3,49 D2,-359,,BNP; Cohen 2006; DGRG; Hansen and Nielsen 2004; Jones 1937; PECS; Sear 2006.,7.0,Walls,,"['Acropolis', 'Aqueduct', 'Baths', 'Theatre', 'Walls']",5,POINT (21.342 41.011),1155,,,,,563.0,
1155,Hanson2016_1156,Lychnidus,Ochrid,Macedonia,Macedonia,3,49 C2,-600,,BNP; DGRG; PECS; Sear 2006.,11.0,Urban grid,,"['Acropolis', 'Agora', 'Theatre', 'Urban grid', 'Walls']",5,POINT (20.79396400000001 41.114676),1156,,,,,1030.0,
1156,Hanson2016_1157,Neapolis (Macedonia),Kavala,Macedonia,Greece,3,51 C3,-650,,BNP; DGRG; Hansen 2006; Hansen and Nielsen 2004; PECS.,13.0,Walls,['Colonia'],"['Acropolis', 'Aqueduct', 'Sanctuary of Parthenos', 'Temple', 'Walls']",5,POINT (24.415015 40.93504),1157,,,,,1288.0,
1157,Hanson2016_1158,Pella (Macedonia),Pella,Macedonia,Greece,2,50 C3,-413,,BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Hansen and Nielsen 2004; MacMullen 2000; PECS; Salmon 1969; Sear 2006.,100.0,"Urban grid, 1,000 by 1,000","['Colonia', 'Colonia', 'Rights and privileges', 'Rights and privileges']","['Acropolis', 'Agora', 'Sanctuary of Aphrodite and Cybele', 'Stoa', 'Stoa', 'Theatre', 'Urban grid', 'Walls']",8,POINT (22.525641 40.760042),1158,110.0,110.0,110.0,29368.0,19666.0,1.4933387572460084
1158,Hanson2016_1159,Philippi,Krenides,Macedonia,Greece,2,51 C2,-360,,Beloch 1886; BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Hansen and Nielsen 2004; MacMullen 2000; PECS; Salmon 1969; Sear 2006; Wilson 2011.,51.0,Walls,"['Colonia', 'Colonia', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']","['Acropolis', 'Agora', 'Amphitheatre', 'Arch', 'Baths', 'Forum', 'Macellum', 'Palaestra', 'Sanctuary of the Egyptian Gods', 'Temple', 'Temple of Apollo Komaios and Artemis', 'Temple of Jupiter', 'Temple of Mercury', 'Temple of Neptune', 'Theatre', 'Urban grid', 'Walls']",17,POINT (24.339126 41.025172),1159,111.0,111.0,111.0,7999.0,7999.0,1.0
1159,Hanson2016_1160,Stobi,Stobi,Macedonia,Macedonia,3,50 A1,-229,,BNP; Brunt 1971; Cohen 1995; Cornell and Mathews 1982; DGRG; PECS; Salmon 1969; Sear 2006; Wilkes 2003b.,20.0,Walls,"['Colonia', 'Municipium', 'Municipium', 'Rights and privileges', 'Rights and privileges']","['Agora', 'Aqueduct', 'Baths', 'Baths', 'Nymphaeum', 'Theatre', 'Urban grid', 'Walls']",8,POINT (21.974974 41.552591),1160,,,,,2290.0,
