,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures,geometry,ID,level_0,Unnamed: 0_y,index,pop_sample,pop_est,pop_diff
612,Hanson2016_613,Forum Segusiavorum,Feurs,Gallia Lugdunensis,France,4 or 5,17 C2,-27,,Bedon 2001; Bedon et al 1988; DGRG; PECS; Salmon 1969; Sear 2006.,60.0,Urban grid,"['Civitas capital', 'Colonia', 'Rights and privileges']","['Aqueduct', 'Baths', 'Forum', ""Temple ('capitolium')"", 'Temple?', 'Theatre', 'Unidentified public building', 'Unidentified public building', 'Urban grid']",9,POINT (4.222007 45.743773),613,52.0,52.0,52.0,9938.0,9938.0,1.0
613,Hanson2016_614,Gisacum,Le Vieil Evreux,Gallia Lugdunensis,France,4 or 5,11 B3,-27,,PECS; Sear 2006.,140.0,Inhabited area,,"['Aqueduct', 'Baths', 'Forum', 'Nymphaeum', 'Sanctuary', 'Temple', 'Temple', 'Theatre-amphitheatre', 'Walls']",9,POINT (1.240067 49.00458),614,,,,,30829.0,
614,Hanson2016_615,Iatinum,Meaux,Gallia Lugdunensis,France,4 or 5,11 C4,-27,,Bedon 2001; Bedon et al 1988; BNP; DGRG; Golvin 1988; PECS; Rivet 1988; Sear 2006.,74.0,Urban grid,['Civitas capital'],"['Amphitheatre', 'Aqueduct', 'Forum?', 'Theatre', 'Urban grid', 'Walls']",6,POINT (2.888333 48.960278),615,,,,,13153.0,
615,Hanson2016_616,Ingena,Avranches,Gallia Lugdunensis,France,4 or 5,7 E3,-27,,Bedon 2001; Bedon et al 1988; PECS.,23.0,Urban grid,['Civitas capital'],"['Forum?', 'Urban grid']",2,POINT (-1.361664 48.685832),616,,,,,2760.0,
616,Hanson2016_617,Intaranum,Entrains,Gallia Lugdunensis,France,4 or 5,18 A2,-27,,PECS; Sear 2006.,,,['Civitas capital'],"['Amphitheatre', 'Baths', 'Temple', 'Temple', 'Theatre']",5,POINT (3.256417 47.463654),617,,,,,1000.0,
617,Hanson2016_618,Iuliobona,Lillebonne,Gallia Lugdunensis,France,4 or 5,11 A3,-27,,Bedon 2001; Bedon et al 1988; DGRG; Golvin 1988; PECS.,,,['Civitas capital'],"['Amphitheatre', 'Aqueduct', 'Basilica', 'Baths', 'Baths', 'Fort?', 'Forum', 'Mithraeum', 'Temple', 'Theatre-amphitheatre', 'Urban grid?', 'Walls']",12,POINT (0.5342600000000001 49.51888),618,,,,,1000.0,
618,Hanson2016_619,Iuliomagus,Angers,Gallia Lugdunensis,France,3,14 E1,-27,,Bedon 2001; Bedon et al 1988; PECS; Sear 2006.,111.0,Urban grid,,"['Baths', 'Baths', 'Baths', 'Baths', 'Circus', 'Fort', 'Forum', 'Theatre', 'Theatre-amphitheatre', 'Urban grid', 'Walls']",11,POINT (-0.5520470000000001 47.47903),619,,,,,22609.0,
619,Hanson2016_620,Lugdunum,Lyon,Gallia Lugdunensis,France,1,17 D2,-43,,Benario 1981; Brunt 1971; Cornell and Mathews 1982; Golvin 1988; MacMullen 2000; McEvedy 2011; PECS; Quinn and Wilson 2013; Russell 1958; Sear 2006; Woloch 1983.,170.0,Colonia and cannabae,"['Civitas capital', 'Colonia', 'Provincial capital', 'Rights and privileges']","['Amphitheatre (des Trois-Gaules)', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Baths', 'Baths', 'Bridge', 'Bridge', 'Circus', 'Forum (New)', 'Forum (Old)', 'Odeum', 'Ramparts or walls?', 'Sanctuary of the Three Gauls', ""Temple ('capitolium')"", 'Temple of Cybele and Campus Matris Deum', 'Temple of Diana or the Spirit of the Saône', 'Temple of Jupiter', 'Temple of Mars', 'Temple of Matres Augustae', 'Temple of Mercury', 'Temple of Rome and Augustus?', 'Temple of Sucellus', 'Temple of the Mother Goddess', 'Theatre']",26,POINT (4.820576 45.759119),620,,,,,39960.0,
620,Hanson2016_621,Lutetia,Paris,Gallia Lugdunensis,France,4 or 5,11 C4,-27,,Bedon 2001; Bedon et al 1988; Benario 1981; Golvin 1988; MacMullen 2000; McEvedy 2011; PECS; Rivet 1988; Russell 1958; Sear 2006; Wilson 2011; Woloch 1983.,45.0,"Inhabited area, 40 to 50 ha.",['Civitas capital'],"['Aqueduct', 'Baths (de Cluny)', 'Baths (East)', 'Baths (Forum)', 'Bridge', 'Forum', 'Temple or basilica', 'Theatre (Rue Racine)', 'Theatre-amphitheatre (Rue Mongue)', 'Unidentified public building', 'Urban grid', 'Walls']",12,POINT (2.351107 48.856515),621,53.0,53.0,53.0,6767.0,6767.0,1.0
621,Hanson2016_622,Mediolanum (Gallia Lugdunensis) (1),Evreux,Gallia Lugdunensis,France,4 or 5,11 B3,-27,,Bedon 2001; Bedon et al 1988; BNP; DGRG; PECS; Russell 1958; Sear 2006; Woloch 1983.,64.0,Inhabited area,['Civitas capital'],"['Aqueduct', 'Baths', 'Forum', 'Forum', 'Sanctuary', 'Theatre-amphitheatre', 'Urban grid', 'Walls']",8,POINT (1.153484 49.021165),622,,,,,10834.0,
622,Hanson2016_623,Mediolanum (Gallia Lugdunensis) (2),Mâlain,Gallia Lugdunensis,France,4 or 5,18 B2,-27,,PECS; Sear 2006.,,,,"['Sanctuary', 'Theatre']",2,POINT (4.795725 47.327119),623,,,,,1000.0,
623,Hanson2016_624,Noviodunum (Gallia Lugdunensis),Jublains,Gallia Lugdunensis,France,4 or 5,7 F3,-27,,Bedon 2001; Bedon et al 1988; BNP; PECS; Sear 2006.,28.0,Urban grid,['Civitas capital'],"['Forum?', 'Sanctuary', 'Temple of Fortuna', 'Theatre-amphitheatre', ""Unidentified public building ('Burgus')"", 'Urban grid']",6,POINT (-0.494546 48.25736),624,54.0,54.0,54.0,3590.0,3590.0,1.0
624,Hanson2016_625,Noviomagus (Gallia Lugdunensis),Lisieux,Gallia Lugdunensis,France,4 or 5,7 G3,-49,,Bedon 2001; Bedon et al 1988; BNP; DGRG; Golvin 1988; PECS; Sear 2006; Woloch 1983.,81.0,Urban grid,['Civitas capital'],"['Aqueduct', 'Forum?', 'Theatre-amphitheatre', 'Urban grid', 'Walls']",5,POINT (0.22653 49.14635),625,,,,,14841.0,
625,Hanson2016_626,Rotomagus,Rouen,Gallia Lugdunensis,France,4 or 5,11 B3,-27,,Bedon 2001; Bedon et al 1988; BNP; DGRG; PECS; Russell 1958; Sear 2006.,58.0,Urban grid,['Civitas capital'],"['Amphitheatre', 'Baths', 'Forum', 'Temple of Roth?', 'Temple of Venus?', 'Theatre', 'Urban grid', 'Walls']",8,POINT (1.092623 49.441988),626,,,,,9498.0,
626,Hanson2016_627,Vorgium,Carhaix,Gallia Lugdunensis,France,4 or 5,7 C3,-27,,BNP; Wilkes 2003a.,,,['Civitas capital'],"['Aqueduct', 'Forum?', 'Temple', 'Urban grid']",4,POINT (-3.571122 48.276533),627,,,,,1000.0,
627,Hanson2016_628,Alba Helviorum,Alba,Gallia Narbonensis,France,4 or 5,17 D4,-27,,Bedon 2001; Bedon et al 1988; MacMullen 2000; PECS; Rivet 1988; Sear 2006.,13.0,Urban grid,"['Colonia', 'Rights and privileges']","['Aqueduct', 'Baths', 'Baths', 'Forum', 'Temple or curia?', 'Theatre', 'Unidentified public building', 'Urban grid']",8,POINT (4.6001 44.560635),628,,,,,1288.0,
628,Hanson2016_629,Alebaece,Riez,Gallia Narbonensis,France,4 or 5,16 B2,-27,,BNP; MacMullen 2000; PECS; Salmon 1969.,15.0,Inhabited area,"['Civitas capital', 'Colonia', 'Rights and privileges']","['Baths', 'Baths', 'Temple', 'Temple of Augustus', 'Walls']",5,POINT (6.090718 43.818614),629,,,,,1559.0,
629,Hanson2016_630,Antipolis,Antibes,Gallia Narbonensis,France,4 or 5,16 D2,-600,,BNP; DGRG; Golvin 1988; PECS; Sear 2006.,,,['Rights and privileges'],"['Agora?', 'Amphitheatre', 'Aqueduct', 'Baths', 'Temple', 'Theatre', 'Walls']",7,POINT (7.120902 43.580587),630,,,,,1000.0,
630,Hanson2016_631,Apta,Apt,Gallia Narbonensis,France,4 or 5,15 E2,-43,,Bedon 2001; Bedon et al 1988; MacMullen 2000; PECS; Rivet 1988; Salmon 1969; Sear 2006.,7.0,Urban grid,"['Colonia', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Arch', 'Basilica', 'Baths', 'Bridge', 'Capitolium', 'Circus?', 'Curia', 'Forum', 'Shrine of the genius of the colonia', 'Temple of Mars?', 'Theatre', 'Urban grid', 'Walls']",15,POINT (5.397449 43.876504),631,,,,,563.0,
631,Hanson2016_632,Aquae Sextiae,Aix en Provence,Gallia Narbonensis,France,3,15 E2,-27,,Bedon 2001; Bedon et al 1988; MacMullen 2000; McEvedy 2011; PECS; Rivet 1988; Salmon 1969; Wilson 2011; Woloch 1983.,61.0,Urban grid and walls,"['Civitas capital', 'Colonia', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Arch', 'Baths', 'Baths', 'Fort', 'Forum?', 'Urban grid', 'Walls']",13,POINT (5.448322 43.529405),632,,,,,10160.0,
632,Hanson2016_633,Arausio,Orange,Gallia Narbonensis,France,3,15 D1,-35,,Brunt 1971; Cornell and Mathews 1982; Golvin 1988; MacMullen 2000; McEvedy 2011; PECS; Quinn and Wilson 2013; Rivet 1988; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,65.0,Urban grid and walls,"['Colonia', 'Colonia', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Arch', 'Fort', 'Forum', 'Tabularium', 'Temple', ""Temple ('capitolium')"", 'Temple?', 'Theatre', 'Unidentified public building', 'Urban grid', 'Walls']",13,POINT (4.807562 44.136702),633,,,,,11060.0,
633,Hanson2016_634,Arelate,Arles,Gallia Narbonensis,France,2,15 D2,-400,,Bedon 2001; Bedon et al 1988; Benario 1981; Bomgardner 2000; Brunt 1971; Cornell and Mathews 1982; Humphrey 1986; MacMullen 2000; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Rivet 1988; Russell 1958; Sear 2006; Wilson 2011; Woloch 1983.,62.0,Urban grid,"['Colonia', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Arch (Arcus Admirabilis)', ""Arch ('of Constantine')"", 'Baths', 'Bridge', 'Circus', 'Forum', 'Temple', ""Temple ('capitolium')"", 'Temple of the Good Goddess', 'Temple of the imperial cult?', 'Theatre', 'Urban grid', 'Urban grid?', 'Walls']",16,POINT (4.627804 43.676651),634,,,,,10384.0,
634,Hanson2016_635,Augusta Tricastinorum,S. Paul Trois Chateaux,Gallia Narbonensis,France,3,17 D5,-27,,Bedon 2001; Bedon et al 1988; BNP; DGRG; PECS; Salmon 1969.,39.0,Walls,"['Colonia', 'Municipium', 'Rights and privileges']","['Amphitheatre', 'Forum', 'Theatre', 'Urban grid', 'Walls']",5,POINT (4.766995 44.349538),635,,,,,5589.0,
635,Hanson2016_636,Avennio,Avignon,Gallia Narbonensis,France,4 or 5,15 D2,-27,,MacMullen 2000; Rivet 1988; Russell 1958; Salmon 1969; Woloch 1983.,45.0,Walls,"['Colonia', 'Colonia', 'Rights and privileges']","['Forum', 'Urban grid', 'Walls', 'Walls']",4,POINT (4.80676 43.947655),636,,,,,6767.0,
636,Hanson2016_637,Baeterrae,Beziers,Gallia Narbonensis,France,3,15 A3,-36,,Bedon 2001; Bedon et al 1988; Benario 1981; BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; Golvin 1988; MacMullen 2000; PECS; Quinn and Wilson 2013; Salmon 1969; Wilson 2011; Woloch 1983.,15.0,Walls,"['Colonia', 'Rights and privileges']","['Acropolis', 'Amphitheatre', 'Aqueduct', 'Arch', 'Bridge', 'Forum', 'Market', 'Sanctuary of Indigenous Gods', ""Temple ('capitolium')"", 'Temple of Apollo?', 'Temple of Bacchus?', 'Temple of Jupiter?', 'Temple of the imperial cult', 'Theatre', 'Urban grid', 'Walls']",16,POINT (3.213445 43.341283),637,,,,,1559.0,
637,Hanson2016_638,Boutae,Annecy Les Fins,Gallia Narbonensis,France,4 or 5,17 G2,-27,,PECS; Rivet 1988; Sear 2006.,26.0,Urban grid,,"['Basilica', 'Curia', 'Forum', 'Temple of Mercury', 'Theatre-amphitheatre', 'Urban grid?']",6,POINT (6.126885 45.904455),638,,,,,3252.0,
638,Hanson2016_639,Cabellio,Cavaillon,Gallia Narbonensis,France,4 or 5,15 E2,-43,,DGRG; MacMullen 2000; Salmon 1969; Woloch 1983.,,,"['Civitas capital', 'Colonia', 'Rights and privileges']",['Arch'],1,POINT (5.034166 43.829885),639,,,,,1000.0,
639,Hanson2016_640,Carcaso,Carcassonne,Gallia Narbonensis,France,4 or 5,25 H2,-43,,DGRG; MacMullen 2000; PECS; Rivet 1988.,6.0,Walls,"['Colonia', 'Rights and privileges']","['Aqueduct', 'Temple of Apollo', 'Walls']",3,POINT (2.352028 43.212968),640,,,,,458.0,
640,Hanson2016_641,Carpentorate,Carpentras,Gallia Narbonensis,France,4 or 5,15 E1,-27,,DGRG; MacMullen 2000; PECS; Woloch 1983.,,,"['Civitas capital', 'Colonia', 'Rights and privileges']",['Arch'],1,POINT (5.048903 44.055773),641,,,,,1000.0,
641,Hanson2016_642,Consoranni,S. Lizier en Couseran,Gallia Narbonensis,France,4 or 5,25 G2,-27,,DGRG; PECS.,,,['Civitas capital'],['Walls'],1,POINT (1.138354 43.00174000000001),642,,,,,1000.0,
642,Hanson2016_643,Cularo,Grenoble,Gallia Narbonensis,France,4 or 5,17 F3,-27,,Bedon 2001; Bedon et al 1988; DGRG; PECS; Rivet 1988; Russell 1958.,10.0,Walls,['Civitas capital'],"['Basilica', 'Baths', 'Baths', 'Forum?', 'Temple', 'Theatre-amphitheatre', 'Urban grid?', 'Walls']",8,POINT (5.726945 45.187778),643,,,,,907.0,
643,Hanson2016_644,Dea Augusta Vocontiorum,Die,Gallia Narbonensis,France,3,17 E4,-27,,BNP; DGRG; MacMullen 2000; PECS; Rivet 1988; Woloch 1983.,23.0,Walls,,"['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Arch', 'Baths', 'Bridge', 'Bridge', 'Bridge', 'Temple of Augustus', 'Temple of Cybele and Attis', 'Temple of Jupiter', 'Temple of Vulcan', 'Theatre?', 'Urban grid', 'Walls']",15,POINT (5.370462 44.752501),644,,,,,2760.0,
644,Hanson2016_645,Forum Iulii (Gallia Narbonensis),Fréjus,Gallia Narbonensis,France,3,16 C3,-43,,Bedon 2001; Bedon et al 1988; Benario 1981; BNP; Brunt 1971; Cornell and Mathews 1982; Golvin 1988; MacMullen 2000; McEvedy 2011; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,49.0,Urban grid and walls,"['Colonia', 'Colonia', 'Rights and privileges', 'Rights and privileges']","['Acropolis', 'Amphitheatre', 'Aqueduct', 'Baths', 'Bridge', 'Forum', 'Harbour', 'Naval base', 'Temple', ""Temple ('capitolium')"", 'Theatre', 'Unidentified public building', 'Unidentified public building', 'Unidentified public building', 'Unidentified public building', 'Unidentified public building', 'Urban grid', 'Walls']",18,POINT (6.733550999999999 43.433273),645,55.0,55.0,55.0,7628.0,7582.0,1.006067000791348
645,Hanson2016_646,Genava,Geneva,Gallia Narbonensis,Switzerland,4 or 5,18 D3,-27,,BNP; PECS; Rivet 1988; Woloch 1983.,28.0,Urban grid,['Rights and privileges'],"['Aqueduct', 'Basilica', 'Bridge', 'Forum', 'Sanctuary', 'Temple of Maia', 'Urban grid', 'Walls']",8,POINT (6.139958999999998 46.20381),646,,,,,3590.0,
646,Hanson2016_647,Glanum,S. Remy de Provence,Gallia Narbonensis,France,4 or 5,15 D2,-200,270.0,MacMullen 2000; PECS; Sear 2006; Woloch 1983.,32.0,Walls,"['Colonia?', 'Rights and privileges', 'Rights and privileges']","['Agora?', 'Aqueduct', 'Arch', 'Basilica', 'Baths', 'Bouleuterion?', 'Curia?', 'Macellum', 'Nymphaeum', 'Sanctuary of Cybele', 'Sanctuary of Glan', 'Temple of Hercules', 'Temple of Valetudo', 'Theatre', 'Twin temple', 'Twin temple', 'Unidentified public building', 'Unidentified public building', 'Unidentified public building', 'Walls']",20,POINT (4.8325 43.773889),647,56.0,56.0,56.0,4291.0,4291.0,1.0
647,Hanson2016_648,Lucus Augusti (Gallia Narbonensis),Luc en Diois,Gallia Narbonensis,France,4 or 5,17 E4,-49,,DGRG; MacMullen 2000.,,,"['Civitas capital', 'Colonia', 'Municipium?', 'Rights and privileges']","['Temple', 'Walls']",2,POINT (5.453333 44.615556),648,,,,,1000.0,
648,Hanson2016_649,Massalia,Marseille,Gallia Narbonensis,France,2,15 E3,-600,,Bedon 2001; Bedon et al 1988; Beloch 1886; Hansen 2006; Hansen and Nielsen 2004; McEvedy 2011; PECS; Rivet 1988; Russell 1958; Sear 2006; Wilson 2011; Woloch 1983.,56.0,Walls,"['Municipium?', 'Rights and privileges']","['Acropolis', 'Agora', 'Harbour', 'Sanctuary of Cybele', 'Stadium', 'Temple of Apollo', 'Temple of Artemis', 'Theatre', 'Urban grid', 'Walls', 'Walls', 'Walls (Late Roman)']",12,POINT (5.364897 43.303884),649,,,,,9063.0,
649,Hanson2016_650,Mauves,Mauves,Gallia Narbonensis,France,4 or 5,14 D1,-27,,PECS; Sear 2006.,20.0,Inhabited area,,"['Theatre', 'Walls']",2,POINT (4.830044 45.03917),650,,,,,2290.0,
650,Hanson2016_651,Narbo Martius,Narbonne,Gallia Narbonensis,France,2,25 H2,-45,,Bedon 2001; Bedon et al 1988; Brunt 1971; Cornell and Mathews 1982; Golvin 1988; MacMullen 2000; McEvedy 2011; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Wilson 2011; Woloch 1983.,180.0,Urban grid,"['Colonia', 'Colonia?', 'Provincial capital', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Arch', 'Arch', 'Basilica', 'Baths', 'Baths', 'Baths', 'Baths of Chrysanthus', 'Bridge', 'Capitolium?', 'Fort', 'Forum', 'Market', 'Temple of Cybele', 'Temple of the imperial cult', 'Theatre', 'Urban grid', 'Walls']",18,POINT (3.004192 43.183566),651,,,,,43131.0,
651,Hanson2016_652,Nemausus,Nîmes,Gallia Narbonensis,France,3,15 C2,-52,,Bedon 2001; Bedon et al 1988; Benario 1981; Boatwright 2000; Bomgardner 2000; MacMullen 2000; PECS; Quinn and Wilson 2013; Rivet 1988; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,175.0,"Urban grid, walls, and topography","['Civitas capital', 'Colonia', 'Provincial capital', 'Rights and privileges']","['Acropolis', 'Amphitheatre', 'Aqueduct', 'Basilica of Hadrian', 'Baths', 'Baths', 'Circus', 'Curia', 'Fort', 'Forum', 'Gymnasium', 'Nymphaeum', 'Sanctuary (Fountain Sanctuary)', ""Temple ('capitolium')"", 'Temple (Maison Carré)', 'Temple of Augustus', 'Temple of Diana', 'Theatre', 'Urban grid', 'Walls']",20,POINT (4.360864 43.83459000000001),652,57.0,57.0,57.0,41539.0,41538.0,1.0000240743415667
652,Hanson2016_653,Ruscino,Castel Roussillon,Gallia Narbonensis,France,3,25 H3,-27,,Bedon 2001; Bedon et al 1988; BNP; DGRG; PECS.,5.0,Walls,"['Colonia', 'Rights and privileges']","['Baths', 'Forum', 'Urban grid', 'Walls']",4,POINT (2.913713 42.708051),653,,,,,359.0,
653,Hanson2016_654,Tolosa,Toulouse,Gallia Narbonensis,France,3,25 G2,-27,,Bedon 2001; Bedon et al 1988; BNP; DGRG; Golvin 1988; MacMullen 2000; PECS; Quinn and Wilson 2013; Rivet 1988; Russell 1958; Sear 2006; Woloch 1983.,91.0,Walls,"['Civitas capital', 'Colonia?', 'Rights and privileges']","['Amphitheatre', 'Aqueduct (Eastern)', 'Aqueduct (Western)', 'Baths', 'Baths', 'Bridge', 'Capitolium?', 'Forum', 'Temple', 'Temple', 'Theatre', 'Urban grid', 'Walls']",13,POINT (1.436275 43.61905),654,58.0,58.0,58.0,17338.0,17338.0,1.0
654,Hanson2016_655,Unknown (3),Grand,Gallia Narbonensis,France,4 or 5,16 A3,-27,,Bedon 2001; Bedon et al 1988; DGRG; Golvin 1988; PECS.,21.0,Walls,['Civitas capital'],"['Basilica', 'Baths', 'Forum?', 'Sanctuary of Apollo?', 'Theatre-amphitheatre', 'Urban grid?', 'Walls']",7,POINT (5.982327 43.319761),655,,,,,2444.0,
655,Hanson2016_656,Valentia (Gallia Narbonensis),Valence,Gallia Narbonensis,France,3,17 D4,-49,,Bedon 2001; Bedon et al 1988; BNP; Brunt 1971; Cornell and Mathews 1982; DGRG; MacMullen 2000; PECS; Rivet 1988; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011.,30.0,Inhabited area,"['Colonia', 'Municipium?', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre?', 'Baths', 'Forum', 'Mithraeum', 'Temple', 'Temple', 'Temple', 'Temple of Cybele', 'Theatre', 'Urban grid', 'Walls', 'Walls']",12,POINT (4.889886 44.929811),656,,,,,3937.0,
656,Hanson2016_657,Vasio,Vaison la Romaine,Gallia Narbonensis,France,4 or 5,15 E1,-40,,MacMullen 2000; PECS; Rivet 1988; Sear 2006; Woloch 1983.,36.0,Inhabited area,"['Civitas capital', 'Rights and privileges', 'Rights and privileges']","['Baths', 'Baths', 'Baths', 'Baths', 'Baths', 'Bridge', 'Bridge', 'Nymphaeum', 'Theatre', 'Urban grid']",10,POINT (5.073958 44.241028),657,,,,,5022.0,
657,Hanson2016_658,Vienna,Vienne,Gallia Narbonensis,France,2,17 D2,-58,,Brunt 1971; Cornell and Mathews 1982; Humphrey 1986; MacMullen 2000; PECS; Quinn and Wilson 2013; Rivet 1988; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,83.0,Walls and topography (excluding Mont Salomon and Arnaud),"['Civitas capital?', 'Colonia', 'Colonia', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']","['Acropolis', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Baths', 'Baths (Palace of Mirrors)', 'Bridge', 'Circus', 'Fort', 'Forum', 'Macellum', 'Nymphaeum', 'Odeum', 'Sanctuary of Magna Mater', 'Shrine of Cybele?', 'Temple', ""Temple ('capitolium')"", ""Temple ('of Augustus and Livia')"", 'Temple of Apollo', 'Theatre', 'Theatre-sanctuary (Sanctuary of Magna Mater)', 'Urban grid', 'Walls', 'Walls']",32,POINT (4.878056 45.524167),658,59.0,59.0,59.0,6767.0,15332.0,0.44136446647534566
658,Hanson2016_659,Atuatuca,Tongeren,Germania Inferior,Belgium,4 or 5,11 F2,-27,,Bedon 2001; Bedon et al 1988; BNP; DGRG; MacMullen 2000; PECS; Wilson 2011.,126.0,Walls,"['Civitas capital', 'Colonia?', 'Municipium']","['Aqueduct', 'Baths', 'Fort', 'Forum', 'Temple', 'Urban grid', 'Walls', 'Walls']",8,POINT (5.466667 50.783333),659,,,,,26781.0,
659,Hanson2016_660,Colonia Agrippinensis,Cologne,Germania Inferior,Germany,2,11 G2,-38,,Bedon 2001; Bedon et al 1988; Benario 1981; McEvedy 2011; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,75.0,Walls,"['Colonia', 'Provincial capital']","['Baths', 'Capitolium?', 'Forum', 'Mithraeum', 'Praetorium', 'Temple of Mercury and Augustus', 'Temple of Rome and Augustus', 'Theatre', 'Urban grid', 'Walls']",10,POINT (6.959911999999999 50.940664),660,60.0,60.0,60.0,13426.0,13391.0,1.002613695765813
660,Hanson2016_661,Colonia Ulpia Traiana,Xanten,Germania Inferior,Germany,3,11 G1,14,,Benario 1981; Golvin 1988; McEvedy 2011; PECS; Salmon 1969; Wilson 2011.,80.0,Urban grid and walls,"['Colonia', 'Metropolis capital']","['Amphitheatre', 'Baths', 'Capitolium', 'Forum', 'Palaestra', 'Temple', 'Temple', 'Urban grid', 'Walls']",9,POINT (6.444591 51.668014),661,61.0,61.0,61.0,14596.0,14596.0,1.0
661,Hanson2016_662,Forum Hadriani,Arentsburg,Germania Inferior,Netherlands,3,10 A4,1,260.0,BNP; DGRG; PECS.,,,"['Civitas capital', 'Municipium']",['Fort'],1,POINT (4.360446 52.067958),662,,,,,1000.0,
662,Hanson2016_663,Noviomagus (Germania Inferior),Nijmegen,Germania Inferior,Netherlands,3,10 B5,14,260.0,BNP; DGRG; PECS; Wilson 2011; Woloch 1983.,35.0,Inhabited area,"['Civitas capital', 'Municipium']",['Temple (Gallo-Roman)'],1,POINT (5.858672 51.84167),663,,,,,4837.0,
663,Hanson2016_664,Andematunum,Langres,Germania Superior,France,3,18 C2,-27,,Bedon 2001; Bedon et al 1988; BNP; DGRG; PECS; Salmon 1969.,40.0,Inhabited area,"['Civitas capital', 'Colonia', 'Rights and privileges']","['Arch of Constantius Chlorus', 'Arch of Probus', 'Baths', 'Temple', 'Theatre', 'Unidentified public building', 'Urban grid', 'Walls', 'Walls']",9,POINT (5.33411 47.862974),664,,,,,5782.0,
664,Hanson2016_665,Aquae Mattiacorum,Wiesbaden,Germania Superior,Germany,4 or 5,11 I2,14,,BNP; DGRG; PECS; Wilson 2011; Woloch 1983.,,,['Civitas capital'],"['Baths', 'Fort', 'Fort', 'Fort', 'Fort', 'Mithraeum', 'Temple of Jupiter Dolichenus', 'Temple of Sirona']",8,POINT (8.238789000000001 50.084337),665,,,,,1000.0,
665,Hanson2016_666,Arae Flaviae,Rottweil,Germania Superior,Germany,2,12 B4,73,260.0,BNP; PECS; Wilkes 2003b.,30.0,Inhabited area,['Municipium'],"['Baths', 'Baths', 'Baths', 'Fort', 'Temple']",5,POINT (8.627924999999999 48.166687),666,,,,,3937.0,
666,Hanson2016_667,Argentoratum,Strasbourg,Germania Superior,France,3,11 H4,80,,McEvedy 2011; Russell 1958; Sear 2006; Wilson 2011.,55.0,Inhabited area,,"['Amphitheatre', 'Aqueduct', 'Basilica', 'Baths', 'Fort', 'Forum', 'Theatre', 'Walls']",8,POINT (7.743749 48.582933),667,,,,,8848.0,
667,Hanson2016_668,Augusta Raurica,Augst,Germania Superior,Switzerland,3,18 E2,-44,,Bedon 2001; Bedon et al 1988; BNP; Brunt 1971; DGRG; Golvin 1988; MacMullen 2000; PECS; Quinn and Sear 2006; Salmon 1969; Wilson 2011; Wilson 2013; Woloch 1983.,43.0,Urban grid,"['Civitas capital', 'Colonia', 'Rights and privileges']","['Amphitheatre (First)', 'Amphitheatre (Second)', 'Baths', 'Baths', 'Bridge', 'Bridge', 'Curia', 'Fort', 'Forum-basilica', 'Market', 'Sanctuary', 'Sanctuary', 'Temple', 'Temple', 'Temple', 'Temple', ""Temple ('capitolium')"", 'Temple of Jupiter', 'Theatre (First)', 'Theatre (Second)', 'Urban grid', 'Walls']",22,POINT (7.721389 47.533889),668,62.0,62.0,62.0,6368.0,6368.0,1.0
